0: 136  129  104    0   77   99  110  112  108   74   73  142  118  131   84  138  
1: 137  130  103    0   77   99  109  111  106   73    0  142  123  134   84  140  
2: 139  130   86   34   81  100  106  106   88   70    0  142  134  140   84  142  
3: 140  129   37   48   84  100  103  103   65   64    0  142  142  144   84  144  
4: 142  128    0   48   87   99  102   97   64    0   93  142  144  144   84  144  
5: 141  121   46   75   91  101  101   95   62    0  115  140  144  144   84  144  
6: 134   81   46   78   96  102  100   83   43    0  133  143  144  144   84  144  
7: 132   35   48   85  101  102   97   62   32   90  134  144  144  144   84  142  
8: 121    0   50   91  101  101   95   64    0  113  143  144  144  144   84  140  
9: 112   46   77   94  102  100   83   62    0  128  144  144  143  144   84  134  
10:  40   48   81   97  102   97   61   35    0  133  143  144  143  144   84  133  
11:  37   50   87  101  102   96   62   32  100  136  144  144  144  144   84  129  
12:   0   51   92  100  101   95   61    0  113  140  144  144  144  144   84  121  
13:   0   51   93  101  101   94   60    0  115  141  144  144  144  144   84  121  
14:  76   94  102  101   95   61    0  116  140  144  144  144  143  137   84   48  
15:  55   93  103  103   99   60    0   78  134  143  144  144  144  138   84    0  
16:  57   86  102  104  103   78   42    0  129  140  144  144  144  140   84   47  
17:  60   62   97  104  103   94   55    0  112  137  143  144  144  140   84   85  
18:   5   65   96  104  104   97   51   47  104  133  142  144  144  141   84  110  
19:  11   69  100  104  103   95   48    0  115  137  142  143  143  140   84   59  
20:   0   71   97  104  104   96   46   27  100  134  142  144  144  141   84  100  
21:  95   75   97  104  104   99   61    8   95  133  141  144  144  141   84  111  
22:  21   77   99  105  104   96   60   35  112  134  142  143  143  140   84   69  
23: 102   75  100  104  105   97   81    2   96  132  140  143  144  141   84   73  
24:  70   82   80  105  104   96   75    0  106  134  142  143  144  140   84   75  
25:   0   84    8  105  104   95   75    0  110  133  140  143  143  140   84   80  
26:  73   85   88  105  105   99   80   25   90  131  140  143  143  141   84   84  
27:  10   87   90  105  104   95   70    0  105  133  141  143  143  140   84   87  
28:  70   91   93  106  105  100   78   18  100  131  141  143  143  140   84   92  
29:   0   60   95   93  106  102   78   16   77  129  140  142  143  141   84   94  
30:  83   62   97  106  105   97   70   11  101  132  140  143  143  140   84   97  
31:  88   61  100  103  106   99   74    8   91  131  141  142  143  140   84  102  
32:   0   55   96  102  105  100   84    5   75  129  140  143  144  141   84  104  
33:   0   57   94  102  104  101   81    2   75  131  140  143  144  140   84  109  
34:   0   59   74  103  103  103   92   50    0  122  139  143  143  142   84  112  
35:  54   60   75  101  102  102   91   54    0  122  140  143  143  144   84  115  
36:   0   43   77  102  102  100   85   42    0  129  141  144  144  143   84  120  
37:  96   14   76   99  103   96   92   59    0  124  140  144  144  143   84  123  
38: 114    0   70   66  103   96   94   61    0  121  141  144  144   70   84  128  
39:  93   15   80   17  102   95   85   37    0  133  144  144  113  103   84  131  
40:   0   70   83  100  101   91   75   23   84  142  144  141  105   61   84  133  
41:   0   62   83  101  101   88   60    0  122  141  140  113  104   85   84  116  
42:  25   77   85  101   99   86   35    0  132  138  103  105  103  139   84   76  
43:  27   82   96  102   99   84   30    0  136  136  104  105   61  142   84   66  
44:  34   84   97  103  100   83   41    0  132  131  103  104  143  142   84    0  
45:  21   82   93  102  101   81   50    0  129  128   97  103  144  143   84   75  
46:  37   90   99  103  100   78   35    0  125  121  102  143  144  141   84   52  
47:  38   92  100  101  101   77   41    0  121  116  142  144  144  140   84    0  
48:  37   93  101  102  103   75   35    0  118  112  144  144  144  140   84    0  
49:  14   84   97  103  103   94   70    0  114  110  143  143  144  140   84   88  
50:   2   76  100  103  103   97   69    0  111  106  142  143  144  140   84   97  
51:   0   76  102  103  102   97   65    0  105   42  141  143  144  140   84   95  
52:   0   74   99  103  102   97   65    0  102  133  141  143  143  140   84  100  
53:   0   74   97  104  103   95   61    0   99  133  141  143  144  140   84  103  
54:   0   82  100  105  103   93   59    0   95  133  141  143  143  140   84   91  
55:   0   70   97  105  103   92   82   50   92  133  140  143  143  140   84  110  
56:   0   71   97  106  103   88   80   46   88  131  140  143  143  140   84  112  
57:   0   76  100  106  103   86   75    0   84  133  141  143  143  140   84   81  
58:   0   71   96  105  106   82   77    0   82  132  140  142  143  140   84  105  
59:  27   75   96  105  106   77   82    0   78  132  140  143  143  140   84  103  
60:  42   74   97  105  106   95   78    0   75  133  140  142  143  140   84   92  
61:  37   74   96  105  106   94   75   32   70  131  140  142  143  140   84  108  
62:  46   77   99  105  105   93   73    0  110  133  140  143  143  140   84   99  
63:  43   75   96  105  106  102   70   27   96  131  140  142  143  140   84  112  
64:  37   71   99  105  105   87   68   23  103  131  140  143  143  140   84   99  
65:  51   78  100  106  105  100   65    0  102  133  140  142  143  140   84   93  
66:  45   71   97  105  106  100   61   17   93  131  140  142  143  140   84  105  
67:  60   78   99  105  105   97   59   11  103  133  140  143  143  140   84   95  
68:  42   75   99  106  106   99   56   10   97  132  140  142  143  140   84   96  
69:   0   68   96  105  106  101   75   37   88  131  140  142  143  140   84  112  
70:  11   82   99  105  105   96   48    0  105  133  141  143  143  140   84   93  
71:   0   74   99  105  105   99   70    0   95  132  140  142  143  140   84   95  
72:   0   70   96  105  105   97   84   28   91  130  140  142  143  140   84  110  
73:  61   77   99  106  105   96   80    0  109  133  140  143  143  140   84   90  
74:   0   70   96  105  106   99   81   21   84  130  140  142  143  140   84  105  
75:   0   75   97  105  105   97   75   17   96  131  141  143  143  140   84  103  
76:   0   80  100  105  105   97   77    0  110  131  141  143  143  140   84   96  
77:  93   70   96  105  106  101   80   25   70  131  140  143  143  140   84  103  
78:   0   77  100  105  105   97   73    1  111  133  141  143  143  140   84   94  
79:  32   69   95  104  105  100   77   18   82  131  140  143  143  140   84  111  
80:  37   75   99  105  105   96   75   16  103  132  141  143  143  140   84   97  
81:   0   77   99  106  105   96   75   10   99  133  140  143  143  140   84  101  
82:  56   75   93  104  106  100   82    8   87  131  140  142  143  140   84  109  
83:  56   77  100  106  105   97   70    2  108  133  141  143  143  140   84  103  
84:  65   80   96  105  106   97   78    1   94  131  140  142  143  140   84  112  
85:   0   56   96  105  106  101   77    0   76  131  140  143  143  140   84  111  
