0: 131  119   30   25   60   78   86   85   64   27    0   93  122  133  137  136  
1: 130  112   28   25   60   86   87   85   68   25    0  103  127  134  137  136  
2: 128  103   28   30   70   86   86   75   61    0   35  114  131  137  138  134  
3: 124   93    0   48   75   86   84   75   43    0   77  122  133  139  139  134  
4: 120   32    0   50   77   84   83   60   23    0  104  130  137  139  139  133  
5: 114   32   10   65   83   84   73   59    0   32  113  132  140  140  139  131  
6: 100   35   38   70   77   82   77   56    0   75  127  138  140  140  138  130  
7:  40    0   54   76   83   78   69   35    0  108  130  140  141  140  137  127  
8:  42    0   56   81   84   77   51   11   23  121  134  140  141  140  133  116  
9:  46   28   65   82   83   75   47    0   61  127  140  141  141  139  131  110  
10:  48   23   68   81   84   75   60    0   56  122  134  140  141  140  132  112  
11:  54   25   61   82   84   74   60    0   21  121  136  140  141  140  133  115  
12:  56   30   65   81   83   73   51    0   68  122  137  140  141  139  130   82  
13:  59   12   66   81   84   78   61    0   15  121  136  140  141   35  133   86  
14:  62   20   71   84   88   77   52    0   42  122  134  140  141  139  131   90  
15:   0   37   70   83   84   76   56    0   55  123  134  140  141  136  131   69  
16:  70   23   65   84   88   76   61    4   40  120  136  140  141  139  131   70  
17:  73   25   65   81   84   75   61   46    1  119  132  140  141  139  133   75  
18:   0   32   62   82   84   74   69    0   80  123  137  140  140  138   75   78  
19:  77   11   65   83   84  112   60    0    0  120  134  140  140  139   40   82  
20:   0   12   68   78  119   70   59    0   75  123  136  140  140  140  111   85  
21:   0   37   75   84   84   69   52    0   82  124  136  140  140   46  112   90  
22:   0   55   62   83   84   77   60   10    0  121  131  139  140  131  114   92  
23:  42   14   60   76   90   76   66   28    0  113  131  139  140  131  119   95  
24:   0   25   62   82   84   75   61    5    2  119  134  140  134  130  122  100  
25:   0    7   60   76   84   81   61    2    0  112  133  139  133  132  123  103  
26:   0    0   56   77   84   81   65   21    0  115  136  138  133  132  127  104  
27:   0   14   68   82   88   78   59    0    0  116  136  132  133  130  105  109  
28:   0    0   56   77   88   77   68   32    0  112  131  128  133  133   15  113  
29:  65    0   57   70   83   76   66   30    0  112  131  127  134  133   16  118  
30:   0    2   59   84   84   75   60    5    0  123  124  133  134  133  116  121  
31:   0   25   69   82   88   74   57    0   70  124  121  133  134   28  121  113  
32:   0   45   65   83   82   70   41    0   93  121  118  134  134   23  127   92  
33:   0   43   76   84   87   70   43    0   91  118   15  133  133  123  129   96  
34:   0  146   68   83   84   70   55    0   82  115   14  132  133  127  131  103  
35:   0   37   71   83   84   69   43    0   88  111  130  132  133  130  132   93  
36:   0   38   71   84   84   76   55    0   75  108  127  131  132  133  128   96  
37:   0   43   75   84   84   65   46    0  103  103  125  132  131  137  128   74  
38:   0   46   70   84   90   75   46    0  102  100  121  131  137  137  123   94  
39:   0   30   73   84   85   75   60    2   51   96  120  131  139  134  127   99  
40:   0   32   68   84   85   74   65    0   37   95    8  131  140  136  130  101  
41:   0   40   70   84   86   70   57    0   34   90   10  138  139  136  127  104  
42:   5   20   70   84   85   81   68    0    0   88    0  138  139  136  131  106  
43:   0   21   60   83   85   78   56    0    0   84    0  138  140  136  131  111  
44:  17   25   60   83   85   77   65   10    1   82    0  139  140  138  130  112  
45:   0   27   64   84   85   76   62    0   77  103  134  139  140  137  130  105  
46:  25    8   64   77   85   83   61   23    0   75  132  138  140  139  132  115  
47:  28   18   68   83   84   71   59    0   64   99  134  138  140  139  131  111  
48:   0   16   71   84   84   80   61    0   60  127  133  139  140  137  129  106  
49:   0   17   60   83   85   80   56   12   60   92  131  139  140  138  131  110  
50:   0   21   68   84   84   77   51    0   57  121  134  139  140  137  130  103  
51:   0    4   61   83   85   76   65    8   55  118  132  139  140  138  131  109  
52:   0    7   62   84   84   75   61    5   50  115  133  139  140  137  132  111  
53:   0   30   65   84   91   74   59    1   51  118  133  139  140  137  131  109  
54:   2   14   66   83   85   81   60   18   43  115  131  138  140  139  132  112  
55:   0   37   70   84   84   70   56    0   42  121  134  139  140  137  129  104  
56:   0   20   57   84   91   78   56   11   38  118  131  138  140  137  131  111  
57:  21   23   60   74   85   77   65   10   35  113  131  139  140  139  131  113  
58:   0   25   62   84   84   75   56    0   32  120  133  139  140  136  130  100  
59:  14    8   64   83   91   82   65    5   27  115  131  138  140  139  131  113  
60:   0   10   66   83   84   73   59    1   25  120  132  139  140  139  131  108  
61:   0   32   70   84   84   71   59    0   23  118  133  139  140  137  131  106  
62:  25   17   55   82   84   80   66   16   17  115  133  139  140  139  132  110  
63:   0   20   70   83   84   78   57    0   77  118  134  139  140  137  130  100  
64:   0   23   60   83   84   77   56    8   10  114  131  139  140  139  131  103  
65:  35    5   61   75   84   75   69   27    7  110  131  139  140  139  133  119  
66:   0   30   65   83   84   74   60    2   66  119  133  140  140  138  130  110  
67:   0   30   66   83   84   71   57    0   61  115  136  139  140  139  132  113  
68:   0   14   68   80   84   78   56   17    0  115  132  139  140  138  132  110  
69:   0   17   56   83   84   78   52    0   56  123  131  140  140  138  131  109  
70:   0    0   57   81   84   77   65   10    0  112  133  139  140  139  133  113  
71:   0   23   60   82   84   76   64    5   48  119  133  140  140  137  131  114  
72:   0   28   62   83   83   75   52    0   61  121  134  140  140  137  130   75  
73:   2   10   64   83   84   73   61    2    0  116   15   37  140   47  132  120  
74:   5   11   66   78   84   70   60    0    0  114  132  139  140  138  133   87  
75:   0   35   69   83   84   70   54    0   52  121  136  139  140  138  130   93  
76:  14   17   56   84   84   78   65   12   30  118  133  140  140  139  132   95  
77:   0   23   59   83   84   76   64    0   28  116  134  140  140  139  132   99  
78:   0   25   60   83   84   75   47    5   40  121  134  140  140  138   14  103  
79:  23    8   62   82   84   74   60    5   18  113  133  139  140  139   20  106  
80:   0   30   65   84   84   71   57    0   65  122  134  140  140  139   11  104  
81:   0   32   66   84   84   70   56    0   62  119  134  140  140   42    8  112  
82:   0   16   55   82   84   77   59   16   38  116  133  140  140  139   12  111  
83:   0   38   71   84   84   77   51    0   77  121  136  140  140   42    0  102  
84:   0   23   60   82   84   77   65    8    4  115  132  140  140  139   15  115  
85:   0   25   61   83   84   75   62    0   46  125  133  140  140   42    2  111  
86:   0   28   65   84   84   74   43    0   45  124  134  140  140   46  128  110  
87:   0   10   65   83   84   73   59    0    0  121  133  139  140   46  130  113  
88:   0   20   68   83   84   78   60    0   18  118  130  140  140   45  132  115  
89:  60   16   56   84   84   78   56   16    0  114    8  139  140  139  131  120  
