0: 131   86   85   28   92  108  115  115  104   54   51   75  119  131  131  133  
1: 131   87   21   73   93  108  114  114  104   54   51   81  121  131  131  133  
2: 113   90    0   74   99  110  114  113   96   52    0  104  127  133  131  133  
3: 113   90    0   78  103  113  114   35   94   48   28  112  131  134  131  132  
4:  88   86   28   92  106  113  112   30   51   51   84  121  133  136  131  131  
5:  91    0   41   96  112  113  111   95   51    0  104  130  133  137  131  131  
6:  93    0   75  101  112  112  108   92   50   18  114  131  137  138  131  116  
7:  95    0   81  104  112  112  102   87   45   83  120  133  139  138  131   94  
8:  51   35   93  105  111  108   96   43    0  104  131  136  140  139  131   99  
9:   0   51   95  110  111  109   91   41    1  114  133  139  140   52  131  102  
10:  34   42   94  106  110  108   95   35    0  112  133  139  141  132  131  104  
11:  77   12   85  103  110  105   95   75    0  106  131  139  141  133  131  108  
12:  48   46   87  104  109  106   93   51    0  112  134  140  138  134  131  112  
13:  84   17   90  102  108  103   93   69    0  112  134  140  136  136  131  115  
14:  56   21   91  102  106  104   92   46    0  112  136  136  137  136  131  120  
15:   0   55   93  103  104  100   82   18   35  123  138  136  137  134  131  122  
16:  55   57   69  103  104   32   90   59    0  124  131  137  138  137  131  127  
17:   0   60   95  103  104   96   80   11   76  132  128  138  138   40  131  121  
18:   0   74   99  104  103   93   71   10  113  129  127  138  138   41  131  101  
19:  42   76  101  105  103   91   55    0  114  123  134  138  137  131  131   90  
20:   0   77   18  105  104   93   65    0  113  121  131  137  137  134  131   96  
21:  42   82  103  106  105   93   56    0  120  127   51  137  136  140  131   73  
22:  54   84   23  108  104   91   60    0  116  123  133  136  140  138  131   74  
23:   5   80   77  108  106   99   59    0  112  122   46  136  141  138  131   86  
24:  54   83   27  108  106   96   56    0  110  120  133  140  141  136  131    5  
25:  15   85   93  110  108   99   59    0  104  115   50  141  140  136  131   28  
26:   0   85   96  110  110  102   76    0  101  112   37  140  140  137  131   91  
27:  23   92   99  110  109  100   65    0   99  109  139  140  140  134  131   75  
28:  20   88  101  108  111  102   59    0   94  104  137  139  139  134  131   59  
29:   0   75   96  106  111  104   91   21   88  103  134  139  139  137  131  100  
30:  25   66   99  106  108  105   92   17   85  100  133  139  139  138  131  109  
31:   1   77  101  105  108  104   86   15   84  129  136  138  139  136  131   93  
32:   0   74  103  106  108  106   87   11   81  127  133  139  139  137  131   94  
33:   7   68  100  106  108  105   91    8   75  124  134  139  140  137  131  110  
34:   0   81  103  106  108  104   84    4   75  124  134  139  139  136  131   94  
35:   0   70  103  109  108  103   88    0   70  121  134  139  139  137  131  104  
36:   0   76  102  109  108  100   90    0   66  121  133  139  139  134  131  105  
37:   0   76  103  110  108   97   82    0   64  123  134  139  139  136  131   99  
38:   0   74  101  111  108   93   92   25   60  121  133  139  139  134  131  103  
39:   0   75   99  110  108   90   93   54   56  119  134  139  139  136  131  103  
40:  34   77  102  110  112   25   91   17   52  121  134  139  139  136  131  100  
41:  38   74   99  110  112  102   88   48   50  120  134  139  139  137  131  103  
42:  17   76  101  110  111  102   85   45   93  121  136  139  139  136  131   99  
43:  97   76  102  111  111  101   84   42   92  125  134  139  139  137  131   91  
44:  50   71  100  110  111   99   81   40   40  122  134  139  139  137  131  105  
45: 105   78  101  110  111   96   76   35   84  121  137  139  140  136  131  100  
46:  32   76  101  110  111   94   74   71   81  121  133  139  139  137  131  105  
47:  35   71  101  110  111  105   70   69   77  121  133  139  139  137  131  106  
48:  61   81  102  110  111  103   69   65   75  122  136  139  139  136  131   93  
49:  42   68  100  110  111  106   65   23   70  118  134  139  139  137  131  104  
50:  46   74  101  110  111  105   61   37   73  121  134  139  140  137  131  100  
51:  21   76  102  110  111  103   59   17   81  125  133  139  140  136  131  100  
52:  55   70  100  110  111  105   81   54   60  120  133  139  139  136  131  105  
53:  46   77  102  110  111  104   77   10   68  123  136  139  139  137  131  106  
54:  61   74  100  110  111  105   91   48   54  119  133  139  140  137  131  109  
55:  51   76  100  110  111  105   90   45   51  115  136  139  140  137  131  112  
56:  38   82  103  111  111  103   84    1   86  125  136  139  139  136  131   69  
57:  60   56  101  109  111  106   90   38   55  120  134  139  139  137  131   71  
58:  42   60  102  110  110  105   81   35   51  124  134  139  139  136  131   75  
59:  46   87  102  110  111  103   86   32   80  122  136  139  139  136  131   81  
60:  52   61   97  110  111  108   93   30   32  119  134  139  139  137  131   84  
61:  56   65  101  110  111  105   88   27   38  122  134  139  139  137  131   87  
62:  55   70  102  110  110  105   86   23   70  121  134  138  139  136  131   91  
63:  71   60   97  108  111  106   95   65   20  114  132  138  140  138  131   93  
64:  82   62  100  108  110  106   93   62   17  115  133  139  140  139  131   96  
65:  84   65   76  109  110  106   92   57   14  121  133  139  140  139  131  101  
66:  75   66   78  104  109  108   96   65    0  105  131  139  140  140  131  103  
67:  78   69   81  104  109  108   96   64    0  114  131  139  142  136  131  108  
68:  82   70   83  103  108  105   94   59    2  115  134  140  142  134  131  112  
69:  85   40   84  104  108  104   94   57    0  116  136  142  140  136  131  114  
70:  21   75   85  103  106  103   91   54    0  121  137  140  137  136  131  119  
71:  93   18   80   21  105  103   93   61    0  119  140  136  138  136  131  121  
72:  96   42   83   21  105  103   91   51    0  121  139  133  139  138  131  125  
73:  51   82   91   28  105  101   84   30   75  134  131  139  139   54  131  118  
74:  86   84   93  102  103   96   74    0  113  131  134  139  139   51  131  108  
75:  88   83   95  104  105   94   64    0  115  128  134  138  138  132  131  106  
76:  94   88   96  103  105   96   73    0  106  123  131  138  138  134  131  111  
77:  85   92   99  103  105   95   66    0  121  121   52  138  137  140  131   71  
78:  46   93  100  103  105   95   64    0  119  125  133  137  137  140  131   69  
79:  94   85   99  104  104   97   69    0  114  123   50  136  140  138  131   76  
80:  17   86  102  104  104   96   65    0  112  121   51  137  142  137  131   78  
81:  97   91  103  105  104   96   61    0  108  115  132  141  140  136  131   55  
82:  10   84  105  106  104  102   75    2  104  114   51  141  140  137  131   73  
83:  14   85  103  106   97  102   74    0  101  110   45  140  140  136  131   84  
84:  17   85  104  110   96  100   76    0   97  106  138  140  139  136  131   73  
85:  96   75  100  111  108   96   88   30   92  103  137  139  140  137  131   97  
86:   0   70  102  111  108   93   84    1   88  100  134  139  140  139  131   93  
87: 105   75  100  110  109   87   92    0   70  130  134  139  140  140  131  105  
88: 109   74  102  110  112   16   90   35   82   93  133  139  141   69  131   93  
89:   0   80  103  110  111   14   86    0   78  125  136  139  141   62  131   93  
90: 114   55   99  109  111  102   84   35   75  122  133  141  141   69  131  104  
91: 106   83  102  110  111  100   82   21   73  123  134  141  141   66  131  100  
92: 115   60  102  111  111   97   78   20   69  124  140  141  141  139  131   97  
93:   0   60   99  110  111  108   75   38   65  119  137  141  141  140  131  108  
94: 122   65  103  111  111  105   73   12   61  125  139  141  141  137  131  101  
95:   0   65  101  110  111  106   70   15   57  121   50  141  141  137  131  108  
96:   0   68   97  110  111  105   65   10   55  119   47  141  140  137  131  112  
97:   0   71  103  110  111  103   64   60   99  125  139  140  139  136  131  111  
98:   0   62  101  110  111  105   84   56   46  121  138  139  140  137  131  114  
99:   1   76  103  110  111  104   56    0   92   92  138  139  139  137  131  114  
100:   0   70   65  110  111  104   93   51   87   40  136  139  139  136  131  101  
101:   0   73   69  110  111  104   91   51   84  130  134  139  140  137  131  104  
102:  17   75   71  110  111  104   87    0   82  129  134  139  140  136  131  108  
103:  21   76   86  110  111  105   88   43   77  125  134  139  140  137  131  111  
104:  23   81   88  110  111  103   85   41   81  124  134  139  140  137  131   92  
105:  28   75   92  111  111  104   88   37   71  122  134  139  139  137  131  113  
106:   0   84   93  110  111  104   92   35   68  119  133  139  140  137  131   99  
107:  25   85   95  112  111  103   85   30  111  122  136  139  139  139  131   93  
108:   0   90   95  110  112  105   90   27   60  120  133  139  140   65  131  104  
