0: 131  119   75   51   86  106  113  114  110   74    0  142  116  131   84  134  
1: 131  118   71   47   93  108  113  112   94   74    0  142  121  133   84  134  
2: 130  113   34   51   96  110  112  110   93   71    0  142  128  134   84  134  
3: 128  101    0   52  101  110  112  108   70   70   41  142  131  137   84  134  
4: 136   78   51   85  104  111  111  105   70    0   91  142  134  138   84  134  
5: 138   35   52   95  108  112  109   91   70    0  110  142  137  138   84  132  
6: 108   30   54   99  110  111  106   68   66    0  120  142  139  139   84  131  
7:  91   52   83  103  110  110  103   66    0   84  127  142  140  140   84  125  
8:  42   42   87  104  109  108   85   64    0  114  132  142  140  140   84  123  
9:  37   60   96  106  109  103   82   59    0  121  136  142  141  139   84  116  
10:   2   62  100  108  109  102   56   55   92  129  137  142  140  139   84  103  
11:   0   65  101  108  109  102   76   21   87  125  137  142  140  138   84  109  
12:   0   69   94  108  109  103   91   50   52  124  136  142  140  139   84  110  
13:   0   73  100  108  109  102   90   16   77  125  137  142  140  138   84  103  
14:   0   75  101  108  109  103   86   42   76  125  136  142  140  138   84   64  
15:   0   77  100  109  109  103   87   41   64  122  136  142  140  138   84   68  
16:   0   82  103  109  109  103   85   37   85  125  137  142  140  138   84   70  
17:   0   83   82  109  110  102   83   34   83  125  137  142  140  137   84   75  
18:  66   84   86  109  110  104   87   30   51  121  134  142  140  138   84   77  
19:   0   87   88  109  110  103   84   28   84  124  136  142  140  137   84   81  
20:  71   56   93  110  110  105   88   25   40  121  132  142  140  137   84   84  
21:  65   57   94  110  110  104   91   21   42  121  134  142  140  138   84   87  
22:  87   60   96  110  110  103   84   18   77  127  136  142  140  137   84   91  
23:   0   60  100  110  111  105   91   15   37  121  134  142  140  138   84   94  
24:   0   62  102  108  111  104   92   11   57  119  136  142  140  138   84   97  
25:   0   65  103  106  111  104   84    8   60  123  136  142  140  138   84  101  
26:   0   56   96  106  108  106   92   61    0  114  132  142  140  139   84  104  
27:   0   60   97  106  106  108   95   60    0  116  132  142  140  139   84  109  
28:   0   61   74  108  106  108   92   51    0  116  134  142  140  140   84  112  
29:  54   62   77  104  106  105   96   59    0  106  133  142  141  140   84  114  
30:  76   66   78  103  108  103   96   59    0  109  134  142  142  140   84  119  
31: 104    0   70   69  108  104  101   75    0   95  132  142  142  136   84  123  
32: 105    0   71   70  106  103   97   75    0  110  134  142  142  100   84  127  
33:  74   17   75   21  105   93   93   57    0  122  139  142  140  100   84  129  
34:  32   40   85   21  104   91   88   28    0  128  140  142  102  100   84  129  
35:  20   75   86   23  104   87   90   25   45  131  138  142  102   59   84  128  
36:  77   80   90  103  103   87   76   16   96  134  133  142  102  138   84  119  
37:   0   84   92  104  103   86   65    0  120  133   97  142  101  140   84   93  
38:  30   88   94  105  104   84   54    0  125  129   96  142  141  140   84   47  
39:   0   88   96  103  105   83   62    0  115  125   97  142  143  140   84   84  
40:  27   93  100  103  105   81   56    0  121  120   95  142  142  139   84   54  
41:  42   93  103  104  106   78   51    0  118  115  140  142  141  137   84    0  
42:  17   96  100  105  106  100   75    0  113  113   86  142  140  137   84   60  
43:   0   81  102  105  105  101   74    0   96  111  139  142  140  137   84   87  
